Date,Transaction Description,Category,Amount,Type
2024-06-29,Cinema,Entertainment,48.28,Expense
2023-06-02,Internet,Utilities,11.06,Expense
2021-08-16,Starbucks,Food & Drink,73.79,Expense
2021-06-11,Internet,Utilities,10.84,Expense
2023-07-24,Internet,Utilities,32.44,Expense
2020-04-09,Clothes,Shopping,34.85,Expense
2024-11-09,Internet,Utilities,38.05,Expense
2020-05-08,McDonalds,Food & Drink,77.62,Expense
2021-02-12,Electricity Bill,Utilities,20.78,Expense
2020-02-08,Online Shop,Shopping,141.43,Expense
2021-09-18,Netflix,Entertainment,67.04,Expense
2022-09-02,Electricity Bill,Utilities,24.22,Expense
2023-08-20,Netflix,Entertainment,119.73,Expense
2021-04-14,Netflix,Entertainment,67.17,Expense
2021-01-26,Online Shop,Shopping,24.78,Expense
2021-08-24,Netflix,Entertainment,19.87,Expense
2024-12-18,KFC,Food & Drink,60.31,Expense
2023-06-23,Electricity Bill,Utilities,48.9,Expense
2024-06-05,Internet,Utilities,12.24,Expense
2023-02-27,Online Shop,Shopping,70.92,Expense
2021-11-20,Online Shop,Shopping,49.36,Expense
2020-12-26,Internet,Utilities,45.08,Expense
2024-11-12,Clothes,Shopping,10.95,Expense
2022-07-03,Clothes,Shopping,34.15,Expense
2023-05-15,KFC,Food & Drink,44.9,Expense
2024-01-22,Starbucks,Food & Drink,6.99,Expense
2022-01-16,KFC,Food & Drink,85.39,Expense
2021-12-02,Clothes,Shopping,40.96,Expense
2022-10-14,Online Shop,Shopping,38.1,Expense
2023-04-30,Clothes,Shopping,138.35,Expense
2020-07-12,Online Shop,Shopping,91.91,Expense
2023-07-04,Online Shop,Shopping,6.1,Expense
2021-05-27,Electricity Bill,Utilities,8.21,Expense
2021-02-18,Clothes,Shopping,14.67,Expense
2022-04-19,Cinema,Entertainment,51.82,Expense
2024-04-13,Starbucks,Food & Drink,107.14,Expense
2024-01-17,Cinema,Entertainment,72.12,Expense
2023-08-13,KFC,Food & Drink,60.45,Expense
2021-08-30,Online Shop,Shopping,75.54,Expense
2020-02-17,Electricity Bill,Utilities,56.61,Expense
2020-07-10,Clothes,Shopping,43.19,Expense
2020-08-19,Clothes,Shopping,37.63,Expense
2020-01-05,Clothes,Shopping,28.96,Expense
2021-11-24,Electricity Bill,Utilities,24.59,Expense
2024-07-03,Online Shop,Shopping,16.1,Expense
2024-04-02,Starbucks,Food & Drink,33.26,Expense
2023-05-08,McDonalds,Food & Drink,36.45,Expense
2021-02-07,Starbucks,Food & Drink,80.39,Expense
2021-02-27,Starbucks,Food & Drink,88.08,Expense
2022-04-17,Starbucks,Food & Drink,98.7,Expense
2022-01-15,KFC,Food & Drink,127.12,Expense
2024-07-07,McDonalds,Food & Drink,45.19,Expense
2020-01-28,McDonalds,Food & Drink,17.07,Expense
2024-03-05,KFC,Food & Drink,43.43,Expense
2021-03-20,KFC,Food & Drink,129.23,Expense
2024-05-15,McDonalds,Food & Drink,10.95,Expense
2021-01-13,Internet,Utilities,40.69,Expense
2021-05-02,Netflix,Entertainment,143.81,Expense
2022-12-02,Starbucks,Food & Drink,70.84,Expense
2020-03-02,Online Shop,Shopping,10.27,Expense
2023-01-29,Cinema,Entertainment,102.26,Expense
2023-10-05,Cinema,Entertainment,62.65,Expense
2021-03-10,Netflix,Entertainment,25.89,Expense
2024-08-12,Internet,Utilities,54.05,Expense
2023-12-31,Netflix,Entertainment,32.71,Expense
2022-09-22,Internet,Utilities,74.21,Expense
2022-01-18,Electricity Bill,Utilities,77.33,Expense
2023-05-03,Internet,Utilities,36.61,Expense
2023-11-21,Netflix,Entertainment,49.25,Expense
2021-02-10,Netflix,Entertainment,34.95,Expense
2023-06-21,Starbucks,Food & Drink,70.84,Expense
2020-03-22,Clothes,Shopping,51.8,Expense
2021-11-27,KFC,Food & Drink,25.21,Expense
2023-11-24,Clothes,Shopping,25.61,Expense
2021-07-22,Netflix,Entertainment,54.26,Expense
2022-03-15,Internet,Utilities,69.11,Expense
2024-05-08,McDonalds,Food & Drink,35.66,Expense
2021-04-14,Online Shop,Shopping,72.78,Expense
2023-08-31,Starbucks,Food & Drink,21.2,Expense
2020-03-15,Clothes,Shopping,65.23,Expense
2021-01-09,Starbucks,Food & Drink,77.13,Expense
2020-04-18,Electricity Bill,Utilities,37.18,Expense
2023-11-26,McDonalds,Food & Drink,58.55,Expense
2021-08-21,McDonalds,Food & Drink,113.65,Expense
2023-01-21,Cinema,Entertainment,63.77,Expense
2024-05-28,Cinema,Entertainment,51.47,Expense
2023-12-19,Online Shop,Shopping,34.49,Expense
2024-10-25,Netflix,Entertainment,63.39,Expense
2021-12-19,Netflix,Entertainment,68.4,Expense
2021-12-14,Online Shop,Shopping,72.8,Expense
2021-03-09,Clothes,Shopping,15.34,Expense
2021-10-09,KFC,Food & Drink,32.54,Expense
2022-05-24,Cinema,Entertainment,70.64,Expense
2022-04-28,Starbucks,Food & Drink,27.73,Expense
2023-06-05,KFC,Food & Drink,10.2,Expense
2020-11-19,McDonalds,Food & Drink,76.17,Expense
2023-09-07,KFC,Food & Drink,6.69,Expense
2020-01-04,Electricity Bill,Utilities,144.71,Expense
2020-09-03,Cinema,Entertainment,72.61,Expense
2020-12-24,Electricity Bill,Utilities,36.17,Expense
2023-01-09,Netflix,Entertainment,63.18,Expense
2024-11-08,Internet,Utilities,46.96,Expense
2024-04-15,Clothes,Shopping,62.32,Expense
2022-09-20,Electricity Bill,Utilities,78.24,Expense
2022-04-10,Online Shop,Shopping,135.72,Expense
2020-06-22,Electricity Bill,Utilities,52.29,Expense
2023-08-16,Internet,Utilities,25.99,Expense
2023-12-18,Cinema,Entertainment,65.33,Expense
2023-06-19,Clothes,Shopping,70.54,Expense
2021-05-17,Netflix,Entertainment,9.94,Expense
2024-01-16,Cinema,Entertainment,76.85,Expense
2024-04-15,Starbucks,Food & Drink,47.01,Expense
2023-09-28,McDonalds,Food & Drink,10.25,Expense
2020-01-11,Clothes,Shopping,127.76,Expense
2023-01-17,Netflix,Entertainment,16.65,Expense
2023-08-09,Internet,Utilities,39.17,Expense
2024-02-08,Clothes,Shopping,40.68,Expense
2020-09-23,KFC,Food & Drink,54.12,Expense
2023-01-20,Starbucks,Food & Drink,39.35,Expense
2020-06-10,Starbucks,Food & Drink,63.28,Expense
2020-08-26,Cinema,Entertainment,55.74,Expense
2020-05-21,KFC,Food & Drink,77.42,Expense
2020-12-09,Electricity Bill,Utilities,56.57,Expense
2023-03-17,Online Shop,Shopping,22.32,Expense
2020-04-18,Starbucks,Food & Drink,124.24,Expense
2023-12-25,Cinema,Entertainment,24.87,Expense
2020-11-13,Cinema,Entertainment,78.74,Expense
2023-08-11,Online Shop,Shopping,24.82,Expense
2024-07-24,Internet,Utilities,57.62,Expense
2023-01-04,Clothes,Shopping,22.29,Expense
2023-04-16,McDonalds,Food & Drink,34.02,Expense
2020-03-27,Starbucks,Food & Drink,52.34,Expense
2022-04-15,Clothes,Shopping,79.25,Expense
2021-12-20,Starbucks,Food & Drink,26.87,Expense
2022-07-28,Netflix,Entertainment,76.1,Expense
2020-04-23,Electricity Bill,Utilities,63.62,Expense
2022-09-10,Cinema,Entertainment,128.52,Expense
2021-08-19,McDonalds,Food & Drink,38.92,Expense
2024-05-02,Netflix,Entertainment,74.16,Expense
2023-10-05,Starbucks,Food & Drink,24.87,Expense
2022-04-29,Cinema,Entertainment,15.24,Expense
2020-12-14,Electricity Bill,Utilities,6.18,Expense
2022-04-09,Internet,Utilities,37.86,Expense
2024-09-24,Clothes,Shopping,51.71,Expense
2020-10-02,Starbucks,Food & Drink,53.98,Expense
2020-11-13,Netflix,Entertainment,71.04,Expense
2020-02-05,Netflix,Entertainment,11.54,Expense
2022-02-08,Internet,Utilities,31.05,Expense
2022-11-17,Starbucks,Food & Drink,21.46,Expense
2020-01-12,KFC,Food & Drink,98.09,Expense
2021-02-12,Clothes,Shopping,57.53,Expense
2021-06-30,Clothes,Shopping,5.63,Expense
2024-06-02,Clothes,Shopping,120.38,Expense
2023-01-22,Starbucks,Food & Drink,128.01,Expense
2024-07-03,Online Shop,Shopping,68.85,Expense
2020-06-16,Netflix,Entertainment,53.31,Expense
2022-08-15,Electricity Bill,Utilities,6.78,Expense
2020-09-21,Clothes,Shopping,53.3,Expense
2021-10-11,Internet,Utilities,7.3,Expense
2020-08-18,Internet,Utilities,78.86,Expense
2021-01-25,Clothes,Shopping,48.88,Expense
2023-05-16,Internet,Utilities,73.77,Expense
2020-06-20,Electricity Bill,Utilities,87.47,Expense
2023-01-29,Netflix,Entertainment,84.42,Expense
2022-08-26,Electricity Bill,Utilities,23.77,Expense
2020-12-12,Electricity Bill,Utilities,138.69,Expense
2024-11-06,Cinema,Entertainment,57.81,Expense
2024-03-03,Starbucks,Food & Drink,124.68,Expense
2021-04-27,McDonalds,Food & Drink,72.1,Expense
2022-05-22,Electricity Bill,Utilities,80.12,Expense
2021-01-07,Netflix,Entertainment,12.74,Expense
2021-11-15,Online Shop,Shopping,69.97,Expense
2024-01-26,McDonalds,Food & Drink,68.58,Expense
2024-12-02,KFC,Food & Drink,61.79,Expense
2020-03-28,KFC,Food & Drink,115.15,Expense
2021-09-19,Online Shop,Shopping,123.69,Expense
2023-07-05,Clothes,Shopping,40.93,Expense
2024-10-12,Online Shop,Shopping,59.71,Expense
2020-09-19,Cinema,Entertainment,80.57,Expense
2021-10-09,Cinema,Entertainment,54.33,Expense
2023-08-18,Internet,Utilities,67.21,Expense
2022-03-02,Clothes,Shopping,11.3,Expense
2024-01-07,Starbucks,Food & Drink,113.05,Expense
2023-06-05,Electricity Bill,Utilities,28.68,Expense
2024-12-06,Cinema,Entertainment,57.1,Expense
2022-07-24,Internet,Utilities,104.45,Expense
2022-06-28,Cinema,Entertainment,53.17,Expense
2024-05-13,Cinema,Entertainment,25.69,Expense
2023-11-02,Online Shop,Shopping,40.36,Expense
2021-03-11,Starbucks,Food & Drink,5.92,Expense
2020-12-16,Cinema,Entertainment,43.34,Expense
2024-01-03,Online Shop,Shopping,7.14,Expense
2020-11-24,Starbucks,Food & Drink,24.62,Expense
2021-09-11,Starbucks,Food & Drink,41.32,Expense
2023-10-03,Starbucks,Food & Drink,61.53,Expense
2023-04-20,Electricity Bill,Utilities,28.56,Expense
2021-04-23,Electricity Bill,Utilities,34.09,Expense
2020-06-08,McDonalds,Food & Drink,28.43,Expense
2021-10-17,McDonalds,Food & Drink,41.5,Expense
2022-05-05,Netflix,Entertainment,39.16,Expense
2022-09-13,Cinema,Entertainment,71.53,Expense
2022-04-23,KFC,Food & Drink,36.02,Expense
2020-04-02,Electricity Bill,Utilities,49.69,Expense
2020-11-20,KFC,Food & Drink,49.07,Expense
2024-08-17,KFC,Food & Drink,124.65,Expense
2020-05-16,Internet,Utilities,109.23,Expense
2021-04-30,McDonalds,Food & Drink,41.02,Expense
2022-05-07,Electricity Bill,Utilities,116.63,Expense
2022-10-09,McDonalds,Food & Drink,34.51,Expense
2023-11-21,Internet,Utilities,28.93,Expense
2021-04-05,Cinema,Entertainment,17.52,Expense
2024-04-27,Netflix,Entertainment,25.86,Expense
2024-05-11,Cinema,Entertainment,65.42,Expense
2023-10-13,KFC,Food & Drink,52.69,Expense
2022-03-25,Online Shop,Shopping,60.78,Expense
2022-09-10,Online Shop,Shopping,116.15,Expense
2020-06-21,Cinema,Entertainment,75.09,Expense
2023-12-03,Netflix,Entertainment,121.4,Expense
2021-07-29,Electricity Bill,Utilities,33.11,Expense
2020-05-04,Online Shop,Shopping,37.22,Expense
2020-08-17,McDonalds,Food & Drink,35.57,Expense
2020-04-09,Online Shop,Shopping,38.26,Expense
2024-12-28,KFC,Food & Drink,95.51,Expense
2020-03-24,McDonalds,Food & Drink,39.58,Expense
2023-10-07,Electricity Bill,Utilities,109.72,Expense
2020-09-19,Clothes,Shopping,79.98,Expense
2021-05-19,Internet,Utilities,46.21,Expense
2022-02-22,Internet,Utilities,43.82,Expense
2024-11-10,KFC,Food & Drink,100.73,Expense
2023-04-13,Netflix,Entertainment,68.1,Expense
2021-03-09,Electricity Bill,Utilities,34.24,Expense
2020-01-19,Internet,Utilities,110.15,Expense
2024-11-15,Netflix,Entertainment,15.33,Expense
2023-10-20,Starbucks,Food & Drink,71.13,Expense
2021-10-17,McDonalds,Food & Drink,32.48,Expense
2022-05-31,Online Shop,Shopping,61.07,Expense
2023-06-13,Online Shop,Shopping,42.22,Expense
2021-09-10,Electricity Bill,Utilities,21.68,Expense
2024-03-29,Electricity Bill,Utilities,73.71,Expense
2020-07-05,Netflix,Entertainment,48.65,Expense
2023-09-13,Electricity Bill,Utilities,46.22,Expense
2022-01-16,Online Shop,Shopping,98.25,Expense
2024-03-29,Electricity Bill,Utilities,54.47,Expense
2022-09-24,Starbucks,Food & Drink,78.8,Expense
2020-03-20,Clothes,Shopping,15.98,Expense
2021-08-14,Clothes,Shopping,66.29,Expense
2024-11-12,Electricity Bill,Utilities,36.39,Expense
2021-08-14,Starbucks,Food & Drink,89.18,Expense
2023-05-10,Online Shop,Shopping,21.5,Expense
2021-04-21,Clothes,Shopping,23.68,Expense
2024-06-19,Online Shop,Shopping,48.9,Expense
2021-03-12,Online Shop,Shopping,33.58,Expense
2021-03-13,Internet,Utilities,69.88,Expense
2022-10-08,Starbucks,Food & Drink,43.63,Expense
2020-04-07,Starbucks,Food & Drink,72.86,Expense
2024-08-11,KFC,Food & Drink,104.85,Expense
2021-08-14,Internet,Utilities,82.84,Expense
2023-06-25,Netflix,Entertainment,126.69,Expense
2023-10-02,Electricity Bill,Utilities,6.58,Expense
2022-08-16,KFC,Food & Drink,10.02,Expense
2022-04-24,Electricity Bill,Utilities,95.0,Expense
2021-09-05,KFC,Food & Drink,48.2,Expense
2023-04-10,Netflix,Entertainment,75.55,Expense
2020-07-16,Internet,Utilities,71.96,Expense
2022-07-30,KFC,Food & Drink,76.61,Expense
2020-07-07,Online Shop,Shopping,31.36,Expense
2024-12-21,Online Shop,Shopping,61.35,Expense
2024-03-24,Electricity Bill,Utilities,88.58,Expense
2021-06-26,Clothes,Shopping,125.14,Expense
2024-06-17,McDonalds,Food & Drink,50.16,Expense
2020-10-12,Netflix,Entertainment,34.62,Expense
2020-10-24,Clothes,Shopping,138.81,Expense
2023-03-30,Clothes,Shopping,8.11,Expense
2021-11-03,Internet,Utilities,52.98,Expense
2023-10-17,Internet,Utilities,28.68,Expense
2021-12-26,Internet,Utilities,36.93,Expense
2023-12-10,Cinema,Entertainment,88.78,Expense
2020-09-05,Online Shop,Shopping,21.83,Expense
2022-09-28,Starbucks,Food & Drink,74.95,Expense
2024-07-21,Netflix,Entertainment,53.36,Expense
2023-10-07,KFC,Food & Drink,39.29,Expense
2024-08-20,Clothes,Shopping,66.07,Expense
2023-12-25,Clothes,Shopping,46.95,Expense
2021-05-05,Netflix,Entertainment,71.86,Expense
2020-09-11,Starbucks,Food & Drink,33.75,Expense
2022-07-08,Clothes,Shopping,57.4,Expense
2024-02-09,Online Shop,Shopping,8.77,Expense
2024-10-09,Online Shop,Shopping,38.63,Expense
2020-02-20,Online Shop,Shopping,27.66,Expense
2020-08-23,Cinema,Entertainment,123.11,Expense
2024-12-05,KFC,Food & Drink,24.73,Expense
2022-03-15,Online Shop,Shopping,31.32,Expense
2021-01-14,Electricity Bill,Utilities,37.89,Expense
2023-10-08,McDonalds,Food & Drink,124.17,Expense
2022-09-30,Internet,Utilities,10.19,Expense
2024-10-04,Online Shop,Shopping,28.79,Expense
2022-09-26,KFC,Food & Drink,70.14,Expense
2020-04-11,Clothes,Shopping,56.42,Expense
2023-11-30,Electricity Bill,Utilities,56.43,Expense
2022-12-16,Cinema,Entertainment,37.07,Expense
2024-06-10,Internet,Utilities,68.41,Expense
2023-11-26,Starbucks,Food & Drink,99.58,Expense
2022-04-07,Online Shop,Shopping,27.73,Expense
2024-10-22,McDonalds,Food & Drink,51.39,Expense
2024-04-07,Netflix,Entertainment,118.76,Expense
2020-07-18,Cinema,Entertainment,119.27,Expense
2023-09-07,Netflix,Entertainment,39.5,Expense
2024-06-29,Electricity Bill,Utilities,42.12,Expense
2023-12-15,Online Shop,Shopping,70.64,Expense
2020-06-05,Clothes,Shopping,12.09,Expense
2024-10-15,Cinema,Entertainment,32.49,Expense
2022-06-21,Clothes,Shopping,18.94,Expense
2020-10-16,Online Shop,Shopping,15.91,Expense
2024-10-31,Electricity Bill,Utilities,56.73,Expense
2023-03-21,Clothes,Shopping,43.94,Expense
2021-06-15,Internet,Utilities,43.19,Expense
2020-01-15,Clothes,Shopping,36.76,Expense
2020-09-10,Netflix,Entertainment,78.07,Expense
2023-04-17,Electricity Bill,Utilities,45.25,Expense
2020-11-24,Electricity Bill,Utilities,16.15,Expense
2023-06-20,KFC,Food & Drink,38.39,Expense
2020-08-06,KFC,Food & Drink,30.87,Expense
2021-07-23,Starbucks,Food & Drink,56.07,Expense
2023-12-27,Clothes,Shopping,6.15,Expense
2021-02-02,Netflix,Entertainment,17.68,Expense
2023-04-28,Electricity Bill,Utilities,17.85,Expense
2021-02-12,McDonalds,Food & Drink,61.75,Expense
2023-08-13,KFC,Food & Drink,95.23,Expense
2023-12-21,Netflix,Entertainment,73.31,Expense
2020-09-26,Electricity Bill,Utilities,62.55,Expense
2021-03-30,Clothes,Shopping,42.63,Expense
2024-12-18,Online Shop,Shopping,77.62,Expense
2023-12-31,Online Shop,Shopping,71.66,Expense
2023-10-05,McDonalds,Food & Drink,49.88,Expense
2022-03-31,Clothes,Shopping,30.7,Expense
2023-01-10,Online Shop,Shopping,49.58,Expense
2022-05-26,Netflix,Entertainment,20.18,Expense
2021-09-02,Electricity Bill,Utilities,77.63,Expense
2020-09-22,Electricity Bill,Utilities,17.04,Expense
2024-03-05,Cinema,Entertainment,42.68,Expense
2020-10-30,Online Shop,Shopping,12.77,Expense
2021-09-27,Cinema,Entertainment,45.74,Expense
2024-02-07,Internet,Utilities,71.58,Expense
2023-11-28,Cinema,Entertainment,66.85,Expense
2020-10-02,Internet,Utilities,9.19,Expense
2022-06-18,Clothes,Shopping,44.65,Expense
2020-10-08,Clothes,Shopping,29.7,Expense
2021-09-24,Netflix,Entertainment,16.86,Expense
2023-08-09,Electricity Bill,Utilities,37.82,Expense
2021-08-20,Starbucks,Food & Drink,45.37,Expense
2024-03-13,McDonalds,Food & Drink,36.46,Expense
2022-03-07,Internet,Utilities,28.09,Expense
2022-05-19,Netflix,Entertainment,59.06,Expense
2023-11-24,Internet,Utilities,62.56,Expense
2022-01-09,Cinema,Entertainment,45.49,Expense
2023-08-06,Cinema,Entertainment,119.11,Expense
2022-03-05,Netflix,Entertainment,111.51,Expense
2023-12-29,Cinema,Entertainment,24.88,Expense
2022-08-15,Netflix,Entertainment,43.19,Expense
2021-11-13,Netflix,Entertainment,96.89,Expense
2021-04-14,Online Shop,Shopping,27.01,Expense
2020-03-07,Internet,Utilities,116.53,Expense
2024-05-04,Electricity Bill,Utilities,78.39,Expense
2021-08-17,Starbucks,Food & Drink,77.99,Expense
2021-03-16,Netflix,Entertainment,37.88,Expense
2022-10-26,Starbucks,Food & Drink,46.41,Expense
2022-08-20,Cinema,Entertainment,59.78,Expense
2021-05-18,Cinema,Entertainment,47.37,Expense
2021-07-02,Starbucks,Food & Drink,52.03,Expense
2022-02-20,Clothes,Shopping,121.39,Expense
2022-09-14,Online Shop,Shopping,69.03,Expense
2021-04-08,Internet,Utilities,21.7,Expense
2020-08-28,Netflix,Entertainment,22.11,Expense
2022-06-05,Clothes,Shopping,140.1,Expense
2022-12-05,Electricity Bill,Utilities,32.14,Expense
2023-07-10,KFC,Food & Drink,34.03,Expense
2022-08-23,Netflix,Entertainment,52.1,Expense
2021-10-07,KFC,Food & Drink,63.92,Expense
2022-09-15,Cinema,Entertainment,44.03,Expense
2024-01-08,Clothes,Shopping,14.5,Expense
2021-10-25,Cinema,Entertainment,65.62,Expense
2023-10-18,Clothes,Shopping,38.93,Expense
2024-02-07,Online Shop,Shopping,17.5,Expense
2021-08-21,Netflix,Entertainment,67.13,Expense
2023-05-05,Cinema,Entertainment,76.43,Expense
2024-05-22,Internet,Utilities,58.58,Expense
2020-10-28,Online Shop,Shopping,34.95,Expense
2020-08-04,Internet,Utilities,61.71,Expense
2021-05-03,Electricity Bill,Utilities,39.39,Expense
2023-01-28,Cinema,Entertainment,90.78,Expense
2021-02-24,Internet,Utilities,6.78,Expense
2024-05-27,McDonalds,Food & Drink,55.72,Expense
2023-04-17,McDonalds,Food & Drink,43.0,Expense
2020-12-22,Cinema,Entertainment,22.87,Expense
2023-08-04,Cinema,Entertainment,35.58,Expense
2020-03-11,Netflix,Entertainment,54.77,Expense
2021-12-02,Internet,Utilities,13.85,Expense
2022-04-09,Cinema,Entertainment,63.32,Expense
2024-10-30,Online Shop,Shopping,70.82,Expense
2021-05-21,Internet,Utilities,57.43,Expense
2022-10-07,Clothes,Shopping,56.26,Expense
2020-02-16,Netflix,Entertainment,131.25,Expense
2023-04-28,Netflix,Entertainment,8.37,Expense
2021-07-27,Online Shop,Shopping,45.66,Expense
2021-11-02,Netflix,Entertainment,52.55,Expense
2021-09-24,Netflix,Entertainment,47.75,Expense
2022-05-29,Online Shop,Shopping,104.78,Expense
2021-02-07,Electricity Bill,Utilities,62.47,Expense
2020-01-07,KFC,Food & Drink,31.15,Expense
2022-08-05,Clothes,Shopping,5.89,Expense
2021-04-29,Clothes,Shopping,5.88,Expense
2024-11-06,Cinema,Entertainment,38.62,Expense
2022-11-17,Netflix,Entertainment,51.91,Expense
2023-08-26,Electricity Bill,Utilities,101.2,Expense
2023-02-27,Electricity Bill,Utilities,77.27,Expense
2023-01-03,Netflix,Entertainment,58.54,Expense
2021-02-26,McDonalds,Food & Drink,34.17,Expense
2021-11-18,Cinema,Entertainment,27.65,Expense
2024-10-24,KFC,Food & Drink,43.36,Expense
2023-07-20,McDonalds,Food & Drink,30.99,Expense
2021-05-07,Cinema,Entertainment,13.03,Expense
2022-06-16,Netflix,Entertainment,20.59,Expense
2023-06-23,Internet,Utilities,63.9,Expense
2023-02-14,Starbucks,Food & Drink,19.48,Expense
2024-02-25,Clothes,Shopping,48.84,Expense
2024-08-18,Online Shop,Shopping,54.05,Expense
2021-11-23,Netflix,Entertainment,49.08,Expense
2024-05-03,Clothes,Shopping,50.52,Expense
2024-05-03,Netflix,Entertainment,42.96,Expense
2021-09-10,KFC,Food & Drink,35.18,Expense
2022-06-12,Electricity Bill,Utilities,40.3,Expense
2024-09-22,Online Shop,Shopping,40.11,Expense
2024-06-02,Cinema,Entertainment,60.97,Expense
2022-09-19,Netflix,Entertainment,7.68,Expense
2021-08-19,Netflix,Entertainment,56.38,Expense
2023-08-04,Clothes,Shopping,7.17,Expense
2024-03-20,Netflix,Entertainment,57.29,Expense
2023-07-03,Online Shop,Shopping,70.48,Expense
2020-05-26,Cinema,Entertainment,25.15,Expense
2024-09-16,KFC,Food & Drink,10.85,Expense
2024-09-28,Cinema,Entertainment,30.78,Expense
2020-09-27,KFC,Food & Drink,132.05,Expense
2024-11-07,Online Shop,Shopping,57.42,Expense
2021-10-22,Starbucks,Food & Drink,75.53,Expense
